,formula,T_c,composition,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,minimum_Number,maximum_Number,range_Number,mean_Number,avg_dev_Number,mode_Number,minimum_MendeleevNumber,maximum_MendeleevNumber,range_MendeleevNumber,mean_MendeleevNumber,avg_dev_MendeleevNumber,mode_MendeleevNumber,minimum_AtomicWeight,maximum_AtomicWeight,range_AtomicWeight,mean_AtomicWeight,avg_dev_AtomicWeight,mode_AtomicWeight,minimum_MeltingT,maximum_MeltingT,range_MeltingT,mean_MeltingT,avg_dev_MeltingT,mode_MeltingT,minimum_Column,maximum_Column,range_Column,mean_Column,avg_dev_Column,mode_Column,minimum_Row,maximum_Row,range_Row,mean_Row,avg_dev_Row,mode_Row,minimum_CovalentRadius,maximum_CovalentRadius,range_CovalentRadius,mean_CovalentRadius,avg_dev_CovalentRadius,mode_CovalentRadius,minimum_Electronegativity,maximum_Electronegativity,range_Electronegativity,mean_Electronegativity,avg_dev_Electronegativity,mode_Electronegativity,minimum_NsValence,maximum_NsValence,range_NsValence,avg_dev_NsValence,mode_NsValence,minimum_NpValence,maximum_NpValence,range_NpValence,avg_dev_NpValence,mode_NpValence,minimum_NdValence,maximum_NdValence,range_NdValence,avg_dev_NdValence,mode_NdValence,minimum_NfValence,maximum_NfValence,range_NfValence,avg_dev_NfValence,mode_NfValence,minimum_NValence,maximum_NValence,range_NValence,mean_NValence,avg_dev_NValence,mode_NValence,minimum_NsUnfilled,maximum_NsUnfilled,range_NsUnfilled,mean_NsUnfilled,avg_dev_NsUnfilled,mode_NsUnfilled,minimum_NpUnfilled,maximum_NpUnfilled,range_NpUnfilled,mean_NpUnfilled,avg_dev_NpUnfilled,mode_NpUnfilled,minimum_NdUnfilled,maximum_NdUnfilled,range_NdUnfilled,mean_NdUnfilled,avg_dev_NdUnfilled,mode_NdUnfilled,minimum_NfUnfilled,maximum_NfUnfilled,range_NfUnfilled,mean_NfUnfilled,avg_dev_NfUnfilled,mode_NfUnfilled,minimum_NUnfilled,maximum_NUnfilled,range_NUnfilled,mean_NUnfilled,avg_dev_NUnfilled,mode_NUnfilled,minimum_GSvolume_pa,maximum_GSvolume_pa,range_GSvolume_pa,mean_GSvolume_pa,avg_dev_GSvolume_pa,mode_GSvolume_pa,range_GSbandgap,mean_GSbandgap,avg_dev_GSbandgap,mode_GSbandgap,minimum_GSmagmom,maximum_GSmagmom,range_GSmagmom,mean_GSmagmom,avg_dev_GSmagmom,mode_GSmagmom,minimum_SpaceGroupNumber,maximum_SpaceGroupNumber,range_SpaceGroupNumber,mean_SpaceGroupNumber,avg_dev_SpaceGroupNumber,mode_SpaceGroupNumber,avg_s_valence_electrons,avg_p_valence_electrons,avg_d_valence_electrons,avg_f_valence_electrons,compound_possible,max_ionic_char,avg_ionic_char,H,Li,Be,B,C,N,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Np,Pu,Am,Cm
1031,GdCo3H4.6,28.0,Gd1 Co3 H4.6,3,0.6490830575326912,0.581915813012051,0.5469959173124868,0.538639879608774,0.5356236598429499,1.0,64.0,63.0,17.3953488372093,17.539210383991346,1.0,27.0,92.0,65.0,72.58139534883722,20.77339102217415,92.0,1.00794,157.25,156.24206,39.38210569767442,41.05143307193077,1.00794,14.01,1768.0,1753.99,808.656511627907,850.0869659275285,14.01,1.0,9.0,8.0,4.023255813953488,3.472147106544078,1.0,1.0,6.0,5.0,2.6279069767441863,1.7414818820984317,1.0,31.0,196.0,165.0,83.32558139534885,55.976203353163875,31.0,1.2,2.2,1.0000000000000002,1.972093023255814,0.24380746349378055,2.2,1.0,2.0,1.0,0.49756625202812327,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.098972417522986,0.0,0.0,7.0,7.0,1.4386154678204435,0.0,1.0,10.0,9.0,4.837209302325582,4.104921579232018,1.0,0.0,1.0,1.0,0.5348837209302325,0.4975662520281234,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.0930232558139537,2.2390481341265547,0.0,0.0,7.0,7.0,0.813953488372093,1.4386154678204435,0.0,1.0,16.0,15.0,3.4418604651162794,2.9204975662520285,1.0,6.615,32.05,25.434999999999995,10.838837209302326,4.9328285559762035,6.615,7.853,4.200441860465116,3.907387777176852,7.853,0.0,1.5484712,1.5484712,0.5401643720930234,0.7034698799351001,0.0,194.0,194.0,0.0,194.00000000000003,2.842170943040401e-14,194.0,1.4651162790697674,0.0,2.558139534883721,0.813953488372093,False,0.22119921692859523,0.02290181587160432,0.5348837209302325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3488372093023256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1032,GdCo4B,513.5,Gd1 Co4 B1,3,0.7071067811865476,0.6735400034370317,0.6669268801209055,0.6666782918025496,0.666666793823133,5.0,64.0,59.0,29.5,11.5,27.0,27.0,72.0,45.0,55.166666666666664,9.388888888888891,58.0,10.811,157.25,146.439,67.29896333333333,29.98367888888889,58.933195,1586.0,2348.0,762.0,1834.3333333333333,171.22222222222217,1768.0,3.0,13.0,10.0,8.666666666666666,1.8888888888888893,9.0,2.0,6.0,4.0,4.0,0.6666666666666666,4.0,84.0,196.0,112.0,130.66666666666666,21.77777777777777,126.0,1.2,2.04,0.8400000000000001,1.793333333333333,0.19777777777777794,1.88,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.27777777777777773,0.0,0.0,7.0,7.0,2.888888888888889,7.0,0.0,7.0,7.0,1.9444444444444444,0.0,3.0,10.0,7.0,8.166666666666666,1.7222222222222225,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.8333333333333334,1.388888888888889,0.0,0.0,9.0,9.0,3.5,1.8333333333333333,3.0,0.0,7.0,7.0,1.1666666666666667,1.9444444444444444,0.0,3.0,16.0,13.0,5.5,3.5,3.0,7.1725,32.05,24.877499999999998,13.367083333333333,6.227638888888889,10.245,1.524,0.254,0.42333333333333334,0.0,0.0,1.5484712,1.5484712,1.0323141333333334,0.6882094222222221,1.5484712,166.0,194.0,28.0,189.33333333333334,7.7777777777777715,194.0,2.0,0.16666666666666666,4.833333333333333,1.1666666666666667,False,0.16171739677576658,0.01733082535338709,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,GdCo5,1013.5,Gd1 Co5,2,0.8498365855987975,0.8355496558274309,0.8333866598413104,0.8333348571344981,0.8333333418666663,27.0,64.0,37.0,33.166666666666664,10.277777777777777,27.0,27.0,58.0,31.0,52.833333333333336,8.611111111111109,58.0,58.933195,157.25,98.316805,75.31932916666666,27.31022361111111,58.933195,1586.0,1768.0,182.0,1737.6666666666667,50.55555555555551,1768.0,3.0,9.0,6.0,8.0,1.6666666666666667,9.0,4.0,6.0,2.0,4.333333333333333,0.5555555555555554,4.0,126.0,196.0,70.0,137.66666666666666,19.44444444444444,126.0,1.2,1.88,0.6799999999999999,1.7666666666666664,0.188888888888889,1.88,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,1.6666666666666667,7.0,0.0,7.0,7.0,1.9444444444444446,0.0,9.0,10.0,1.0,9.166666666666666,0.2777777777777774,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,4.0,1.6666666666666667,3.0,0.0,7.0,7.0,1.1666666666666667,1.9444444444444446,0.0,3.0,16.0,13.0,5.166666666666667,3.611111111111111,3.0,10.245,32.05,21.805,13.879166666666665,6.056944444444444,10.245,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,1.2903926666666667,0.43013088888888884,1.5484712,194.0,194.0,0.0,194.0,0.0,194.0,2.0,0.0,6.0,1.1666666666666667,False,0.10916851536569117,0.01516229380079044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1034,GdCo5H2.8,480.0,Gd1 Co5 H2.8,3,0.6610472532840448,0.6010227914987715,0.5743414875519953,0.5695744379342199,0.5683539218867654,1.0,64.0,63.0,22.93181818181818,13.956611570247933,27.0,27.0,92.0,65.0,65.29545454545453,16.993801652892557,58.0,1.00794,157.25,156.24206,51.67479624999999,32.24254488636363,58.933195,14.01,1768.0,1753.99,1189.2304545454544,747.8675619834711,1768.0,1.0,9.0,8.0,5.772727272727272,3.6673553719008263,9.0,1.0,6.0,5.0,3.2727272727272725,1.446280991735537,4.0,31.0,196.0,165.0,103.72727272727272,46.280991735537185,126.0,1.2,2.2,1.0000000000000002,1.904545454545454,0.18801652892561976,1.88,1.0,2.0,1.0,0.43388429752066116,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.305785123966942,7.0,0.0,7.0,7.0,1.4101239669421486,0.0,1.0,10.0,9.0,6.5681818181818175,3.5433884297520666,9.0,0.0,1.0,1.0,0.3181818181818181,0.4338842975206611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.727272727272727,1.7355371900826446,3.0,0.0,7.0,7.0,0.7954545454545454,1.4101239669421486,0.0,1.0,16.0,15.0,3.8409090909090904,2.763429752066115,3.0,6.615,32.05,25.434999999999995,11.567840909090908,4.655036157024792,10.245,7.853,2.498681818181818,3.4072933884297516,0.0,0.0,1.5484712,1.5484712,0.8798131818181818,0.7598386570247935,1.5484712,194.0,194.0,0.0,193.99999999999997,2.842170943040401e-14,194.0,1.6818181818181817,0.0,4.090909090909091,0.7954545454545454,False,0.22119921692859523,0.019615854362130775,0.3181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5681818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,GdCo9Si2,483.0,Gd1 Co9 Si2,3,0.7728015412913086,0.7530738048413159,0.7500838099516038,0.7500028896839629,0.7500000220475318,14.0,64.0,50.0,27.916666666666668,6.01388888888889,27.0,27.0,78.0,51.0,58.75,6.416666666666667,58.0,28.0855,157.25,129.1645,61.984979583333335,15.877503402777778,58.933195,1586.0,1768.0,182.0,1739.3333333333333,43.000000000000036,1768.0,3.0,14.0,11.0,9.333333333333334,1.555555555555556,9.0,3.0,6.0,3.0,4.0,0.3333333333333333,4.0,111.0,196.0,85.0,129.33333333333334,11.11111111111112,126.0,1.2,1.9,0.7,1.8266666666666664,0.10444444444444455,1.88,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.5555555555555556,0.0,0.0,7.0,7.0,2.5,7.0,0.0,7.0,7.0,1.0694444444444444,0.0,4.0,10.0,6.0,8.25,1.4166666666666667,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.6666666666666666,1.1111111111111112,0.0,0.0,9.0,9.0,3.0,1.0,3.0,0.0,7.0,7.0,0.5833333333333334,1.0694444444444444,0.0,3.0,16.0,13.0,4.25,1.9583333333333333,3.0,10.245,32.05,21.805,13.761249999999999,5.274375,10.245,0.773,0.12883333333333333,0.21472222222222223,0.0,0.0,1.5484712,1.5484712,1.1613534,0.5806767,1.5484712,194.0,227.0,33.0,199.5,9.166666666666666,194.0,2.0,0.3333333333333333,5.333333333333333,0.5833333333333334,False,0.11529409505651644,0.00843683846116148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1036,GdCoSi,250.0,Gd1 Co1 Si1,3,0.5773502691896257,0.4807498567691361,0.4152436465385057,0.389976937586229,0.37204105801130144,14.0,64.0,50.0,35.0,19.333333333333332,14.0,27.0,78.0,51.0,54.333333333333336,18.22222222222222,27.0,28.0855,157.25,129.1645,81.42289833333334,50.55140111111111,28.0855,1586.0,1768.0,182.0,1680.3333333333333,62.888888888888914,1586.0,3.0,14.0,11.0,8.666666666666666,3.777777777777778,3.0,3.0,6.0,3.0,4.333333333333333,1.111111111111111,3.0,111.0,196.0,85.0,144.33333333333334,34.44444444444445,111.0,1.2,1.9,0.7,1.6600000000000001,0.3066666666666666,1.2,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.888888888888889,0.0,0.0,7.0,7.0,2.888888888888889,0.0,0.0,7.0,7.0,3.111111111111111,0.0,4.0,10.0,6.0,7.666666666666667,2.444444444444444,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,9.0,9.0,4.0,3.3333333333333335,0.0,0.0,7.0,7.0,2.3333333333333335,3.111111111111111,0.0,3.0,16.0,13.0,7.666666666666667,5.555555555555556,3.0,10.245,32.05,21.805,20.911666666666665,7.425555555555555,10.245,0.773,0.25766666666666665,0.3435555555555556,0.0,0.0,1.5484712,1.5484712,0.5161570666666667,0.6882094222222221,0.0,194.0,227.0,33.0,205.0,14.666666666666666,194.0,2.0,0.6666666666666666,2.6666666666666665,2.3333333333333335,False,0.11529409505651644,0.024951400602486032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037,GdCr4Al8,8.0,Gd1 Cr4 Al8,3,0.6923076923076924,0.6403959628675595,0.6191872391199975,0.6160691816746312,0.6154446852026032,13.0,64.0,51.0,20.307692307692307,8.994082840236686,13.0,27.0,73.0,46.0,62.07692307692308,13.443786982248522,73.0,26.9815386,157.25,130.2684614,44.6989776,21.80607876923077,26.9815386,933.47,2180.0,1246.53,1367.2123076923078,533.8366863905326,933.47,3.0,13.0,10.0,10.076923076923077,3.5976331360946747,13.0,3.0,6.0,3.0,3.5384615384615383,0.6627218934911242,3.0,121.0,196.0,75.0,132.30769230769232,13.917159763313613,121.0,1.2,1.66,0.45999999999999996,1.5938461538461537,0.060591715976331534,1.61,1.0,2.0,1.0,0.4260355029585799,2.0,0.0,1.0,1.0,0.47337278106508873,1.0,0.0,5.0,5.0,2.0828402366863905,0.0,0.0,7.0,7.0,0.9940828402366864,0.0,3.0,10.0,7.0,4.461538461538462,1.7988165680473374,3.0,0.0,1.0,1.0,0.3076923076923077,0.4260355029585799,0.0,0.0,5.0,5.0,3.076923076923077,2.3668639053254434,5.0,0.0,9.0,9.0,2.230769230769231,2.745562130177515,0.0,0.0,7.0,7.0,0.5384615384615384,0.9940828402366864,0.0,5.0,16.0,11.0,6.153846153846154,1.5147928994082844,5.0,11.19,32.05,20.86,16.05,2.9907692307692306,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,223.84615384615384,4.591715976331367,225.0,1.6923076923076923,0.6153846153846154,1.6153846153846154,0.5384615384615384,False,0.051525144774395404,0.0032859636531274816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1038,GdCr6Al6,170.0,Gd1 Cr6 Al6,3,0.6572310573321178,0.5819503670942408,0.5301752893719187,0.5095799055662207,0.4946646754257932,13.0,64.0,51.0,22.0,8.307692307692308,13.0,27.0,73.0,46.0,58.38461538461539,13.49112426035503,49.0,26.9815386,157.25,130.2684614,48.54737166153846,19.9069228260355,26.9815386,933.47,2180.0,1246.53,1558.986153846154,577.3995266272188,933.47,3.0,13.0,10.0,9.0,3.6923076923076925,6.0,3.0,6.0,3.0,3.6923076923076925,0.6390532544378698,3.0,121.0,196.0,75.0,135.07692307692307,12.994082840236688,121.0,1.2,1.66,0.45999999999999996,1.6015384615384616,0.061775147928994065,1.61,1.0,2.0,1.0,0.4970414201183432,1.0,0.0,1.0,1.0,0.4970414201183432,0.0,0.0,5.0,5.0,2.4142011834319526,0.0,0.0,7.0,7.0,0.9940828402366864,0.0,3.0,10.0,7.0,4.923076923076923,1.7751479289940828,3.0,0.0,1.0,1.0,0.46153846153846156,0.4970414201183432,0.0,0.0,5.0,5.0,2.3076923076923075,2.485207100591716,0.0,0.0,9.0,9.0,3.0,2.769230769230769,0.0,0.0,7.0,7.0,0.5384615384615384,0.9940828402366864,0.0,5.0,16.0,11.0,6.3076923076923075,1.4911242603550294,5.0,11.19,32.05,20.86,15.236153846153845,3.73491124260355,11.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,224.46153846153845,4.686390532544386,225.0,1.5384615384615385,0.46153846153846156,2.3846153846153846,0.5384615384615384,False,0.051525144774395404,0.003423485112989935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1039,GdCu4Al8,32.0,Gd1 Cu4 Al8,3,0.6923076923076924,0.6403959628675595,0.6191872391199975,0.6160691816746312,0.6154446852026032,13.0,64.0,51.0,21.846153846153847,10.887573964497042,13.0,27.0,73.0,46.0,66.6923076923077,7.763313609467455,73.0,26.9815386,157.25,130.2684614,48.252792984615375,26.1800053964497,26.9815386,933.47,1586.0,652.53,1114.2184615384615,222.4596449704142,933.47,3.0,13.0,10.0,11.615384615384615,1.7041420118343196,13.0,3.0,6.0,3.0,3.5384615384615383,0.6627218934911242,3.0,121.0,196.0,75.0,130.15384615384616,11.266272189349113,121.0,1.2,1.9,0.7,1.6676923076923076,0.14295857988165667,1.61,1.0,2.0,1.0,0.4260355029585799,2.0,0.0,1.0,1.0,0.47337278106508873,1.0,0.0,10.0,10.0,4.21301775147929,0.0,0.0,7.0,7.0,0.9940828402366864,0.0,3.0,11.0,8.0,6.0,3.6923076923076925,3.0,0.0,1.0,1.0,0.3076923076923077,0.4260355029585799,0.0,0.0,5.0,5.0,3.076923076923077,2.3668639053254434,5.0,0.0,9.0,9.0,0.6923076923076923,1.2781065088757395,0.0,0.0,7.0,7.0,0.5384615384615384,0.9940828402366864,0.0,1.0,16.0,15.0,4.615384615384615,2.2248520710059174,5.0,11.07,32.05,20.979999999999997,16.013076923076923,3.0418934911242603,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,222.6153846153846,4.4023668639053275,225.0,1.6923076923076923,0.6153846153846154,3.1538461538461537,0.5384615384615384,False,0.11529409505651644,0.008616487611609415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1040,GdCu6Al6,21.0,Gd1 Cu6 Al6,3,0.6572310573321178,0.5819503670942408,0.5301752893719187,0.5095799055662207,0.4946646754257932,13.0,64.0,51.0,24.307692307692307,10.437869822485206,13.0,27.0,73.0,46.0,65.3076923076923,7.100591715976331,64.0,26.9815386,157.25,130.2684614,53.87809473846154,24.827590281656803,26.9815386,933.47,1586.0,652.53,1179.4953846153844,227.10035502958578,933.47,3.0,13.0,10.0,11.307692307692308,1.5621301775147929,11.0,3.0,6.0,3.0,3.6923076923076925,0.6390532544378698,3.0,121.0,196.0,75.0,131.84615384615384,10.011834319526628,121.0,1.2,1.9,0.7,1.712307692307692,0.1732544378698224,1.61,1.0,2.0,1.0,0.4970414201183432,1.0,0.0,1.0,1.0,0.4970414201183432,0.0,0.0,10.0,10.0,4.899408284023669,0.0,0.0,7.0,7.0,0.9940828402366864,0.0,3.0,11.0,8.0,7.230769230769231,3.9053254437869827,3.0,0.0,1.0,1.0,0.46153846153846156,0.4970414201183432,0.0,0.0,5.0,5.0,2.3076923076923075,2.485207100591716,0.0,0.0,9.0,9.0,0.6923076923076923,1.2781065088757395,0.0,0.0,7.0,7.0,0.5384615384615384,0.9940828402366864,0.0,1.0,16.0,15.0,4.0,2.769230769230769,1.0,11.07,32.05,20.979999999999997,15.180769230769231,3.794556213017752,11.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,222.6153846153846,4.4023668639053275,225.0,1.5384615384615385,0.46153846153846156,4.6923076923076925,0.5384615384615384,False,0.11529409505651644,0.00998632116641928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
