Name,Tc (K),Source,Page
NdRu2Si2,26.0,4 V6,126
NdRu2Si2,17.4,4 V6,126
NdRu2Si2,23.5,4 V6,126
NdSi,46.0,3,NA
NdSi2,10.0,3,NA
NdSi2,10.0,3,NA
NdSn,32.0,3,NA
NdZn2,24.0,2,21
Ni,628.0,1,377
Ni,630.0,4 V6,393
Ni,627.0,2,21
Ni,625.0,2,21
Ni,631.0,4 V4,268
Ni,628.3,2,21
Ni,631.0,2,21
Ni,592.0,2,21
Ni,628.0,1,150
Ni,633.0,2,21
Ni0.1Cu0.9MnSb,649.0,2,21
Ni0.1Fe0.9Cr2O4,183.0,2,21
Ni0.2Fe0.8Cr2O4,138.0,2,21
Ni0.35Zn0.65Fe2O4,550.0,2,22
Ni0.3Cu0.7MnSb,383.0,2,21
Ni0.59Ge0.41Fe1.18O4,610.0,2,21
Ni0.5Cu0.5,50.0,2,21
Ni0.5Pd0.5,80.0,3,NA
Ni0.5Pd0.5,3.85,3,NA
Ni0.5Pd0.5,44.3,3,NA
Ni0.5Pd0.5,31.0,3,NA
Ni0.5Pd0.5,44.3,3,NA
Ni0.5Pd0.5,1.95,3,NA
Ni0.5Pd0.5,12.5,3,NA
Ni0.5Pd0.5,60.0,3,NA
Ni0.5Pd0.5,11.0,3,NA
Ni0.5Pd0.5,11.0,3,NA
Ni0.5Pd0.5,57.5,3,NA
Ni0.5Pd0.5,6.0,3,NA
Ni0.5Pd0.5,1.95,3,NA
Ni0.5Pd0.5,4.05,3,NA
Ni0.5Pt0.5,11.2,3,NA
Ni0.70Ge0.30Fe1.40O4,680.0,2,21
Ni0.78Zn0.22Fe2O4,750.0,2,22
Ni0.7Cu0.3MnSb,167.0,2,21
Ni0.80Fe0.20,843.0,1,387
Ni0.80Fe0.20,843.0,1,377
Ni0.92Ge0.08Fe1.84O4,810.0,2,21
Ni0.92Sb0.08,620.0,3,NA
Ni0.92Sb0.08,620.0,3,NA
Ni1.2Fe1.7Sb0.1O4,820.0,2,21
Ni1.5Fe1.25Sb0.25O4,710.0,2,21
Ni2CrAl,140.0,4 V4,289
Ni2MnGa,379.0,2,22
Ni2MnGa,379.0,4 V4,542
Ni2MnGa,374.0,4 V4,289
Ni2MnGa,380.0,1,394
Ni2MnIn,228.0,2,22
Ni2MnIn,323.0,2,22
Ni2MnIn,223.0,2,22
Ni2MnIn,323.0,4 V4,546
Ni2MnIn,314.0,4 V4,289
Ni2MnSb,198.0,2,22
Ni2MnSb,365.0,4 V4,289
Ni2MnSb,334.0,2,22
Ni2MnSb,360.0,2,22
Ni2MnSb,186.0,2,22
Ni2MnSn,342.0,2,22
Ni2MnSn,344.0,2,22
Ni2MnSn,360.0,1,394
Ni2MnSn,360.0,4 V4,289
Ni2MnSn,202.0,2,22
Ni2MnSn,200.0,2,22
Ni3Al,40.0,3,NA
Ni3Al,67.0,3,NA
Ni3Al,40.0,3,NA
Ni3Al,23.2,3,NA
Ni3Al,43.0,3,NA
Ni3Al,50.0,3,NA
Ni3Al,25.0,3,NA
Ni3Al,2.0,3,NA
Ni3Al,55.0,3,NA
Ni3Al,58.0,3,NA
Ni3Al,58.1,3,NA
Ni3Al,43.7,3,NA
Ni3Al,4.2,3,NA
Ni3Al,43.0,3,NA
Ni3Al,50.0,3,NA
Ni3Al,43.7,3,NA
Ni3Al,46.0,3,NA
Ni3Al,72.0,3,NA
Ni3Al,72.0,3,NA
Ni3Al,59.0,3,NA
Ni3Al,59.0,3,NA
Ni3Al,71.0,3,NA
Ni3Al,71.0,3,NA
Ni3Al,40.6,3,NA
Ni3Al,41.5,3,NA
Ni3Al,87.5,3,NA
Ni3Al,87.5,3,NA
Ni3Al,43.0,3,NA
Ni3Al,70.0,3,NA
Ni3Al,71.5,3,NA
Ni3Al,49.0,3,NA
Ni3Al,43.7,3,NA
Ni3Al,42.0,3,NA
Ni3Al,63.0,3,NA
Ni3Al,58.0,3,NA
Ni3Al,68.9,3,NA
Ni3Al,30.0,3,NA
Ni3Al,43.0,3,NA
Ni3Al,38.2,3,NA
Ni3Al,75.0,2,21
Ni3B7O13I,60.0,2,21
Ni3B7O13I,64.0,2,21
Ni3Mn,610.0,2,22
Ni3Mn,750.0,1,392
Ni3Mn,730.0,2,22
Ni42.9Pt57.1,14.0,4 V5,359
Ni45.2Pt54.8,55.0,4 V5,359
Ni74.8Al25.2,30.0,4 V5,359
Ni74.8Fe0.2Ga25,46.0,4 V4,239
Ni74.8Ga25Fe0.2,41.3,2,21
Ni74.95Ga25Fe0.05,13.4,2,21
Ni74Ga25Fe,85.0,2,21
Ni75.5Al24.5,59.0,4 V5,359
Ni75Al25,43.0,4 V5,361
Ni75Al25,43.0,4 V4,239
Ni75Al25,43.0,4 V5,359
Ni76Al24,72.0,4 V5,359
Ni76Ga24,10.0,2,21
NiCo2O4,500.0,2,21
NiCo2O4,513.0,2,21
NiCo2O4,350.0,2,21
NiCr2O4,78.0,2,21
NiCr2O4,60.0,2,21
NiCrO2,389.0,2,21
NiFe0.5Ga1.5O4,173.0,2,21
NiFe1.5Rh0.5O4,720.0,2,21
NiFe2O4,870.0,4 V8,213
NiFe2O4,860.0,4 V8,213
NiFe2O4,865.0,1,423
NiFe2O4,858.0,2,22
NiFe2O4,858.0,2,21
NiFe2O4,860.0,2,21
NiFe2O4,858.0,2,21
NiFe2O4,858.0,2,21
NiFeRhO4,540.0,2,21
NiMn0.02Fe1.9O4,565.0,2,21
NiMn2O4,113.0,2,22
NiMn2O4,162.0,2,22
NiMnGe,295.0,4 V4,284
NiMnGe,80.0,4 V4,284
NiMnO3,437.0,2,22
NiMnO3,389.0,2,22
NiMnSb,730.0,1,375
NiMnSb,730.0,1,394
NiMnSb,730.0,4 V4,279
NiO0.4ZnO0.6Fe2O3,490.0,2,22
NiO0.6ZnO0.4Fe2O3,625.0,2,22
NiO0.8ZnO0.2Fe2O3,720.0,2,22
NiOZnFe2O3,755.0,2,22
NiRh2O4,360.0,2,22
NiV0.7Fe1.3O4,670.0,2,22
NiV1.75Fe0.25O4,445.0,2,22
Np2C3,109.0,2,22
Np2Se5,15.0,3,NA
NpAl2,56.0,4 V9,176
NpAl2,56.0,4 V4,351
NpAl2,56.0,4 V4,335
NpAl3,62.5,4 V4,382
NpC,220.0,2,22
NpC,200.0,2,22
NpC0.95,190.0,2,22
NpCl4,6.7,2,22
NpCu2Si2,41.0,4 V11,178
NpCu2Si2,34.0,4 V11,178
NpFe2,492.0,4 V4,350
NpFe2,500.0,1,405
NpFe2,600.0,2,22
NpFe4Al8,130.0,4 V11,206
NpMn2,18.0,4 V4,350
NpMn2Si2,300.0,4 V4,459
NpMn2Si2,300.0,4 V11,178
NpN,87.0,1,433
NpN,82.0,2,22
NpNi2,32.0,4 V4,350
NpOs2,9.0,4 V4,335
NpOs2,7.5,3,NA
NpOs2,7.5,4 V4,351
NpOs2,7.4,3,NA
NpRe2,47.0,4 V4,351
NpSe3,18.0,3,NA
NpTe3,25.0,3,NA
Pb(Fe0.5Ta0.5)O3,143.0,2,22
Pb(Fe0.66W0.33)O3,132.0,2,22
PbCo0.5W0.5O3,67.0,2,22
PbCr2S4,138.0,2,22
Pd2MnGe,170.0,4 V4,289
Pd2MnSb,251.0,2,23
Pd2MnSb,247.0,2,23
Pd2MnSb,247.0,1,394
Pd2MnSb,247.0,2,23
Pd2MnSb,247.0,4 V4,289
Pd2MnSn,185.0,2,23
Pd2MnSn,189.0,4 V4,289
Pd2MnSn,189.0,2,23
Pd2MnSn,189.0,2,23
Pd3Fe,540.0,2,23
Pd94Fe6,173.0,2,23
Pd99.93Co0.07,1.55,2,22
PdMnSb,500.0,4 V4,279
PdMnSb,500.0,2,23
Pr,8.7,2,23
Pr0.183ErO.15Mn0.667,422.0,2,23
Pr0.1Y0.9Al2,13.0,2,24
Pr0.25Tb0.75,163.5,3,NA
Pr0.2Dy0.8Co,137.0,2,23
Pr0.2Dy0.8Ni2,26.4,2,23
Pr0.2Gd0.8,165.0,3,NA
Pr0.2Ho0.8Ni,22.0,2,23
Pr0.4Dy0.6Co,104.0,2,23
Pr0.5La0.95Al2,5.0,2,23
Pr0.63Pb0.37MnO3,215.0,2,24
Pr0.8Dy0.2Co,61.0,2,23
Pr0.8Dy0.2Ni2,22.1,2,23
Pr0.8Ho0.2Ni,18.7,2,23
Pr0.8La0.2Al2,30.0,2,23
Pr0.8Y0.2Al2,32.0,2,24
Pr1.11Fe4B4,7.5,4 V4,31
Pr2Co12P7,136.0,4 V6,70
Pr2Co14B,990.0,4 V4,25
Pr2Co14B,994.0,4 V6,555
Pr2Co17,1171.0,2,23
Pr2Co17,1160.0,2,23
Pr2Co7,574.0,2,23
Pr2CrSbO7,7.0,2,23
Pr2Fe11Mn3C,230.0,4 V6,60
Pr2Fe12Mn2C,305.0,4 V6,60
Pr2Fe13.7Mn0.3C,412.0,4 V6,60
Pr2Fe14B,565.0,4 V4,20
Pr2Fe14B,565.0,4 V9,173
Pr2Fe14B,569.0,4 V10,506
Pr2Fe14B,565.0,4 V6,545
Pr2Fe14C,513.0,4 V6,60
Pr2Fe14C,513.0,4 V10,530
Pr2Fe14C,512.0,4 V4,26
Pr2Fe17,280.0,3,NA
Pr2Fe17,282.0,2,23
Pr2Fe17,287.0,2,23
Pr2Fe17,290.0,4 V9,317
Pr2Fe17,278.0,4 V12,472
Pr2Fe17C,370.0,4 V9,322
Pr2Fe17C,370.0,4 V6,48
Pr2Fe17C2,654.0,4 V9,317
Pr2Fe17C2.5,690.0,4 V9,317
Pr2Fe17C2.7,735.0,4 V9,317
Pr2Fe17N2.5,728.0,4 V9,317
Pr2Fe17N2.5,720.0,4 V9,317
Pr2Fe17N2.5,728.0,4 V6,48
Pr2Fe23B3,644.0,4 V6,58
Pr2Fe23B3,644.0,4 V4,31
Pr2Fe8Mn6C,85.0,4 V6,60
Pr2Ni7,85.0,2,24
Pr3Al,16.0,3,NA
Pr3Al,16.0,2,23
Pr3Co,14.0,3,NA
Pr3In,62.0,3,NA
Pr3Sn7,11.8,3,NA
Pr6Fe11Ga3,320.0,4 V6,68
Pr6Mn23,448.0,3,NA
Pr7Pt3,16.0,3,NA
PrAg,14.0,2,23
PrAl2,33.0,3,NA
PrAl2,33.0,3,NA
PrAl2,38.0,3,NA
PrAl2,33.0,3,NA
PrAl2,31.0,3,NA
PrAl2,33.0,3,NA
PrAl2,31.0,2,23
PrAl2,38.5,2,23
PrAl2,35.0,3,NA
PrAl2,38.0,2,23
PrAl2,34.0,2,23
PrAl2,33.0,2,23
PrAl2,30.0,4 V9,115
PrAl2,31.0,3,NA
PrAl2,34.0,3,NA
PrAl2,37.0,3,NA
PrAl2,33.0,4 V5,99
PrAl2,31.0,3,NA
PrB4,23.0,3,NA
PrB4,24.0,3,NA
PrB4,24.0,3,NA
PrBi,0.01,2,23
PrCeFe17,274.0,4 V12,472
PrCo12B6,177.0,4 V6,56
PrCo12B6,158.0,4 V4,33
PrCo2,40.0,3,NA
PrCo2,50.0,2,23
PrCo2,50.0,3,NA
PrCo2,50.0,2,23
PrCo2,49.0,1,405
PrCo2,50.0,3,NA
PrCo2,39.3,3,NA
PrCo2,56.0,4 V12,331
PrCo2,40.0,4 V6,556
PrCo2B2,36.0,4 V4,33
PrCo2B2,19.5,4 V6,150
PrCo2B2,36.0,4 V6,150
PrCo2Ni3,360.0,4 V8,75
PrCo3,349.0,2,23
PrCo3Ni2,570.0,4 V8,75
PrCo4B,457.0,4 V4,33
PrCo4B,455.0,4 V6,51
PrCo4B4,171.0,4 V4,33
PrCo4B4,171.0,4 V6,68
PrCo4Ni,750.0,4 V8,75
PrCo5,920.0,4 V8,75
PrCo5,912.0,2,23
PrCo5,885.0,2,23
PrCo5,893.0,4 V4,154
PrCo5,639.0,2,23
PrCo5,912.0,4 V6,555
PrCo5,950.0,3,NA
PrCo5,950.0,3,NA
PrCo5,912.0,3,NA
PrCo5,875.0,2,23
PrCo5,950.0,3,NA
PrCo5H3.6,300.0,4 V6,555
PrCoNi4,40.0,4 V8,75
PrCr4Al8,6.0,4 V6,37
PrCu4Al8,15.0,4 V6,37
PrCuAl,36.0,4 V6,100
PrCuSi,14.0,4 V6,101
PrFe10Mo2,385.0,4 V6,11
PrFe10SiC0.5,430.0,4 V6,44
PrFe11Ti,519.0,4 V9,357
PrFe2,501.0,2,23
PrFe4Al8,107.0,4 V6,37
PrFe7,283.0,2,23
PrFe7,280.0,2,23
PrFeSi2,26.0,4 V6,113
PrGa,32.0,3,NA
PrGa,32.0,3,NA
PrGe,39.0,2,23
PrGe,36.5,3,NA
PrGe,42.0,3,NA
PrGe1.6,14.0,3,NA
PrGe1.6,14.0,3,NA
PrGe1.6,14.0,3,NA
PrGe1.6,14.0,3,NA
PrGe1.6,19.0,3,NA
PrGe2,19.0,2,23
PrIr2,18.5,5,13
PrIr2,16.0,2,23
PrIr2,11.2,3,NA
PrMn2Ge2,334.0,4 V6,141
PrMn2Ge2,329.0,4 V6,141
PrMn4Al8,11.0,4 V6,38
PrMnO3,80.0,2,23
PrMnSi2,434.0,4 V6,113
PrNi,20.0,2,23
PrNi2,15.0,1,405
PrNi2,8.0,2,23
PrNi2,50.0,2,23
PrNi3,20.0,2,23
PrNi5,0.0,3,NA
PrNi5,0.0,3,NA
PrNi5,370.0,3,NA
PrOs2,35.0,5,13
PrOs2Si2,12.6,4 V6,127
PrPt,15.0,3,NA
PrPt2,7.7,3,NA
PrPt2,7.9,5,13
PrPt2,6.0,2,24
PrRh2,7.9,3,NA
PrRh2,7.9,3,NA
PrRh2,9.0,2,24
PrRh2,7.9,3,NA
PrRh2,8.6,5,13
PrRh2,8.6,2,24
PrRu2,23.0,3,NA
PrRu2,33.9,3,NA
PrRu2,33.9,3,NA
PrRu2,40.0,5,13
PrRu2,33.9,3,NA
PrRu2,40.0,2,24
PrRu2Ge2,18.0,4 V6,128
PrRu2Si2,18.0,4 V6,126
PrRu2Si2,15.0,4 V9,143
PrSi,54.0,3,NA
PrSi2,11.0,3,NA
PrSi2,11.0,3,NA
PrSi2,12.0,3,NA
PrSi2,11.0,3,NA
Pt0.25Fe0.75,560.0,2,24
Pt0.52Ni0.48,74.0,4 V4,268
Pt0.55Ni0.45,54.2,4 V4,268
Pt0.57Ni0.43,23.0,4 V4,268
Pt0.5Ni0.5,100.0,4 V4,268
Pt0.65Cr0.35,860.0,4 V4,269
Pt0.6Cr0.4,990.0,4 V4,269
Pt0.75Cr0.25,473.0,4 V4,269
Pt0.75Cr0.25,500.0,4 V4,269
Pt0.78Cr0.22,355.0,4 V4,269
Pt0.78Cr0.22,320.0,4 V4,269
Pt0.7Cr0.3,675.0,4 V4,269
Pt1.01Mn0.99Sb1.00,582.0,2,24
Pt1.01Mn0.99Sn1.00,360.0,2,24
Pt1.01Mn0.99Sn1.00,353.0,2,24
Pt35Mn65,250.0,2,24
PtMnGa,220.0,2,24
PtMnGa,220.0,4 V4,279
PtMnSb,575.0,2,24
PtMnSb,582.0,4 V4,279
PtMnSb,572.0,1,394
PtMnSn,330.0,2,24
PtMnSn,360.0,4 V4,279
PtMnSn,353.0,4 V4,279
PtNi,136.0,2,24
PuAs,125.0,3,NA
PuAs,125.0,3,NA
PuCr2Si2,81.0,4 V11,178
PuFe2,564.0,4 V4,350
PuFe2,600.0,1,405
PuFe2Si2,38.0,4 V11,178
PuGe2,34.5,2,24
PuGe2,34.5,4 V4,374
PuH2,55.0,3,NA
PuH2,55.0,3,NA
PuH2,44.0,3,NA
PuMn2Si2,215.0,4 V11,178
PuNi2Si2,42.0,4 V11,178
PuP,130.0,3,NA
PuP,126.0,2,24
PuP,126.5,3,NA
PuPt,19.0,4 V4,341
PuPt2,6.0,4 V4,351
RbFeCl3,109.0,2,24
RbFeF3,87.0,2,24
RbMg0.40Co0.60F3,25.0,2,24
RbNi0.67Mg0.33F3,58.0,2,24
RbNi0.67Mn0.33F3,103.0,2,24
RbNi0.75Co0.25F3,115.0,2,24
RbNi0.7Co0.3F3,109.0,2,24
RbNiF3,145.0,2,24
RbNiF3,139.0,2,24
Rh0.5Ni0.5,150.0,3,NA
Rh0.5Ni0.5,250.0,3,NA
Rh0.5Ni0.5,12.0,3,NA
Rh0.5Ni0.5,25.0,3,NA
Rh2MnAl,95.0,4 V4,291
Rh2MnGa,80.0,4 V4,291
Rh2MnGe,450.0,4 V4,288
Rh2MnGe,450.0,2,24
Rh2MnIn,105.0,4 V4,291
Rh2MnPb,335.0,4 V4,546
Rh2MnPb,338.0,4 V4,288
Rh2MnSb,335.0,4 V4,291
Rh2MnSn,412.0,4 V4,288
RhMnSb,320.0,4 V4,279
RhMnSb,320.0,2,24
Ru0.2Ni0.8,512.0,3,NA
RuMnGa,220.0,2,24
RuMnGa,220.0,4 V4,279
Sc0.5Gd0.5,274.0,3,NA
Sc0.5Gd0.5,255.0,3,NA
Sc3.12In,7.0,2,24
Sc3In,7.5,2,24
Sc3In,6.1,4 V4,224
Sc3In,5.5,3,NA
Sc3In,6.1,2,24
ScFe2,542.0,3,NA
ScFe2,545.0,3,NA
ScFe2,542.0,3,NA
ScNi2,630.0,2,24
Sm(Co0.87Cu0.13)7.8,1120.0,4 V4,154
Sm0.6Gd0.4Co5,1000.0,4 V4,154
Sm1.13Fe4B4,37.0,4 V4,31
Sm1.2Fe10Mo2,460.0,4 V6,11
Sm10Fe50Co30Ti10,868.15,4 V6,33
Sm10Fe60Co20Ti10,803.15,4 V6,33
Sm10Fe70Co10Mo5Ti5,639.15,4 V6,33
Sm10Fe70Co10Ti10,711.15,4 V6,33
Sm10Fe76B4Mo10,534.15,4 V6,33
Sm10Fe78B2Mo10,515.15,4 V6,33
Sm10Fe78B2Mo5Ti5,565.15,4 V6,33
Sm10Fe78B2Ti10,602.15,4 V6,33
Sm10Fe80Mo10,505.15,4 V6,33
Sm10Fe80Mo5Ti5,561.15,4 V6,33
Sm10Fe80Ti10,596.15,4 V6,33
Sm10Fe80Ti7Si3,590.15,4 V6,33
Sm10Fe80Ti7V3,614.15,4 V6,33
Sm10Fe80Ti9Ga,600.15,4 V6,33
Sm2(Co0.7Fe0.3)17,1113.0,4 V4,154
Sm2Co12P7,148.0,4 V6,70
Sm2Co14B,1029.0,4 V4,25
Sm2Co14B,1031.0,4 V6,555
Sm2Co17,1192.0,3,NA
Sm2Co17,1195.0,2,24
Sm2Co17,1190.0,2,24
Sm2Co17,1196.0,3,NA
Sm2Co17,1193.0,4 V4,154
Sm2Co17,1190.0,1,404
Sm2Co17,1193.0,4 V9,395
Sm2Co17,1190.0,1,377
Sm2Co17,1190.0,3,NA
Sm2Co17,1192.0,3,NA
Sm2Co17,1193.0,4 V9,395
Sm2Co7,670.0,4 V8,100
Sm2Co7,713.0,2,24
Sm2CrSbO7,12.0,2,24
Sm2Fe14B,616.0,4 V6,545
Sm2Fe14B,618.0,4 V4,20
Sm2Fe14B,620.0,4 V10,506
Sm2Fe14B,618.0,4 V9,173
Sm2Fe14B,620.0,4 V8,158
Sm2Fe14C,580.0,4 V10,530
Sm2Fe14C,580.0,4 V6,60
Sm2Fe14C,575.0,4 V4,26
Sm2Fe17,387.0,3,NA
Sm2Fe17,412.0,3,NA
Sm2Fe17,442.0,3,NA
Sm2Fe17,389.0,3,NA
Sm2Fe17,412.0,3,NA
Sm2Fe17,389.0,4 V9,317
Sm2Fe17,442.0,3,NA
Sm2Fe17,385.0,3,NA
Sm2Fe17,387.0,3,NA
Sm2Fe17,387.0,3,NA
Sm2Fe17,387.0,3,NA
Sm2Fe17,363.0,3,NA
Sm2Fe17,408.0,3,NA
Sm2Fe17,388.0,4 V6,545
Sm2Fe17,389.0,1,404
Sm2Fe17,395.0,2,24
Sm2Fe17,389.0,1,409
Sm2Fe17,391.0,3,NA
Sm2Fe17C,495.0,4 V9,322
Sm2Fe17C,552.0,4 V6,48
Sm2Fe17C,516.0,4 V9,322
Sm2Fe17C,552.0,4 V9,322
Sm2Fe17C0.5N2.4,752.0,4 V9,318
Sm2Fe17C0.5N2.4H0.8,752.0,4 V9,318
Sm2Fe17C1.0,552.0,4 V8,142
Sm2Fe17C1.1N,744.0,4 V6,48
Sm2Fe17C2,670.0,4 V9,318
Sm2Fe17C2,680.0,4 V9,318
Sm2Fe17C2.2,673.0,4 V6,48
Sm2Fe17C2.5,679.0,4 V9,318
Sm2Fe17C2.5,760.0,4 V9,318
Sm2Fe17C2.6,673.0,4 V9,318
Sm2Fe17C2.6H1.1,674.0,4 V9,318
Sm2Fe17C2.6N0.1,678.0,4 V9,318
Sm2Fe17C2.6N0.1H1.0,678.0,4 V9,318
Sm2Fe17C3,668.0,1,409
Sm2Fe17H2,526.0,4 V6,545
Sm2Fe17N2,745.0,4 V9,317
Sm2Fe17N2.3,749.0,4 V6,48
Sm2Fe17N2.3,749.0,4 V9,317
Sm2Fe17N2.5,750.0,4 V9,317
Sm2Fe17N2.9,740.0,4 V9,317
Sm2Fe17N2.94,746.0,4 V9,317
Sm2Fe17N3,749.0,1,377
Sm2Fe17N3,749.0,1,375
Sm2Fe17N3,749.0,4 V9,395
Sm2Fe17N3,749.0,4 V9,395
Sm2Fe17N3,749.0,1,409
Sm2Fe17N3.0,748.0,4 V9,317
Sm2Fe17N3.0H0.8,748.0,4 V9,318
Sm2Fe17N3.1,752.0,4 V9,317
Sm2Fe23B3,663.0,4 V4,31
Sm2Fe23B3,663.0,4 V6,58
Sm2In,150.0,3,NA
Sm2In,150.0,3,NA
Sm2In,150.0,3,NA
Sm2In,150.0,3,NA
Sm2Ni17,641.0,2,25
Sm2Ni17,186.0,2,25
Sm3Co,78.0,3,NA
Sm3Co,78.0,3,NA
Sm3Fe5O12,578.0,2,24
Sm3Fe5O12,562.0,2,24
Sm6Fe11Ga3,462.0,4 V6,68
Sm6Mn23,450.0,4 V6,538
Sm6Mn23,439.0,2,25
Sm6Mn23,450.0,3,NA
Sm7Pd3,183.0,3,NA
SmAl2,122.0,2,24
SmAl2,122.0,3,NA
SmC,30.0,2,24
SmCo10SiC0.5,670.0,4 V6,44
SmCo12B6,172.0,4 V6,56
SmCo12B6,157.0,4 V4,33
SmCo2,205.0,3,NA
SmCo2,230.0,3,NA
SmCo2,230.0,3,NA
SmCo2,227.0,1,405
SmCo2,259.0,2,24
SmCo2,208.0,4 V8,68
SmCo2,200.0,2,24
SmCo2B2,14.0,4 V6,150
SmCo2B2,14.0,4 V4,33
SmCo3B2,40.0,4 V4,33
SmCo3NiB,424.0,4 V6,51
SmCo4B,470.0,1,400
SmCo4B,510.0,4 V4,33
SmCo4B,510.0,4 V6,51
SmCo4B4,176.0,4 V4,33
SmCo4B4,176.0,4 V6,68
SmCo5,1273.0,3,NA
SmCo5,1000.0,4 V9,395
SmCo5,1000.0,4 V9,395
SmCo5,1020.0,1,375
SmCo5,1000.0,4 V4,154
SmCo5,1020.0,1,377
SmCo5,747.0,2,24
SmCo5,1020.0,2,24
SmCo5,1020.0,1,400
SmCo5,1020.0,4 V6,555
SmCo5,1000.0,4 V8,75
SmCo5,1273.0,3,NA
SmCo5,997.0,2,24
SmCo5,1015.0,2,24
SmCo5H2.5,300.0,4 V6,555
SmCo9Si2,473.0,4 V6,44
SmCr4Al8,19.0,4 V6,37
SmCu4Al8,25.0,4 V6,37
SmFe10.2Si0.8Ti,582.0,4 V6,9
SmFe10.5Al0.5Ti,588.0,4 V6,9
SmFe10.5Mo1.5,460.0,4 V6,11
SmFe10.5Si0.5Ti,544.0,4 V6,9
SmFe10.5V1.5,620.0,4 V6,10
SmFe10.5W1.5,520.0,4 V6,12
SmFe10.8Ti1.2,585.0,4 V6,9
SmFe10AlTi,562.0,4 V6,9
SmFe10Cr2,565.0,4 V6,11
SmFe10Mo1.5,475.0,4 V6,12
SmFe10Mo2,483.0,4 V6,11
SmFe10Si2,606.0,4 V6,10
SmFe10SiC0.5,460.0,4 V6,44
SmFe10SiTi,557.0,4 V6,9
SmFe10V2,610.0,4 V6,10
SmFe10W2,532.0,4 V6,12
SmFe11Mo,510.0,4 V6,11
SmFe11Ti,584.0,4 V9,357
SmFe11Ti,584.0,4 V6,9
SmFe11TiC0.8,698.0,4 V6,10
SmFe11TiH1.2,627.0,4 V6,10
SmFe11TiN,743.0,4 V9,357
SmFe11TiN0.8,769.0,4 V6,10
SmFe2,660.0,4 V8,68
SmFe2,675.0,3,NA
SmFe2,674.0,2,24
SmFe2,675.0,2,24
SmFe2,688.0,1,405
SmFe2,676.0,4 V6,546
SmFe2,677.0,3,NA
SmFe2,676.0,4 V5,102
SmFe2,677.0,3,NA
SmFe2,677.0,3,NA
SmFe2Co2B,768.0,4 V6,51
SmFe2Ni2B,495.0,4 V6,51
SmFe3,650.0,3,NA
SmFe3,663.0,3,NA
SmFe3,651.0,2,24
SmFe3CoB,721.0,4 V6,51
SmFe4Al8,108.0,4 V6,37
SmFe5Al7,220.0,4 V6,36
SmFe5Co5Si2,850.0,4 V6,11
SmFe7,399.0,2,24
SmFe7Co3Si2,765.0,4 V6,10
SmFe8.5Al2.5Ti,456.0,4 V6,10
SmFe8.8Si2.2Ti,552.0,4 V6,9
SmFe8Co2Mo2,490.0,4 V6,12
SmFe8Co2Si2,714.0,4 V6,10
SmFe9.5Al1.5Ti,546.0,4 V6,9
SmFe9.5Si1.5Ti,545.0,4 V6,9
SmFe9Al2Ti,567.0,4 V6,9
SmFe9Si2Ti,550.0,4 V6,9
SmFeNi3B,404.0,4 V6,51
SmFeO3,673.0,2,24
SmFeO3,660.0,2,24
SmFeO3,448.0,2,24
SmGa,108.0,3,NA
SmGa,108.0,3,NA
SmIr2,37.0,2,24
SmMn2Ge2,106.0,4 V6,141
SmMn2Ge2,341.0,4 V6,141
SmMn2Ge2,350.0,4 V6,141
SmMn2Ge2,348.0,4 V6,141
SmMn2Ge2,100.0,4 V6,141
SmMn2Ge2,64.0,4 V6,141
SmMn4Al8,12.0,4 V6,38
SmMn5,440.0,2,24
SmMn5,339.0,2,24
SmMnSi2,464.0,4 V6,113
SmNi,45.0,2,25
SmNi2,21.0,2,25
SmNi2,22.0,2,25
SmNi2,21.0,1,405
SmNi2,77.0,2,25
SmNi2,22.0,3,NA
SmNi2As2,9.0,4 V6,152
SmNi3,85.0,2,25
SmNi5,25.0,2,25
SmNi5,27.0,4 V7,450
SmOs2,34.0,2,25
SmOs2,35.0,3,NA
SmPt2,6.0,2,25
SmRh2,20.0,2,25
SmRh3Si2,34.0,4 V6,89
SmRu2Ge2,10.0,4 V6,128
SmZn,125.0,2,25
Sn0.97Te,0.2,2,25
SnMn2O4,53.0,2,25
Sr0.3La0.7MnO3,363.0,2,25
Sr0.3La0.7MnO3,393.0,2,25
Sr0.5Pb0.5RuO3,0.0,2,25
Sr0.5Pb0.5RuO3,0.0,2,25
Sr1.8Ca0.2FeMoO6,413.0,2,25
Sr2.5La1.5Mn3O9.98,130.0,2,25
Sr2CrReO6,635.0,1,416
Sr2FeMoO6,422.0,2,25
Sr2FeMoO6,436.0,1,416
Sr2FeMoO6,425.0,1,376
Sr2FeReO6,405.0,1,416
Sr2FeWO6,39.0,1,416
SrFe12O19,750.0,2,25
SrRuO3,160.0,2,25
SrRuO3,164.0,2,25
SrRuO3,160.0,2,25
SrRuO3,160.0,2,25
SrRuO3,165.0,1,376
TaMn2B4,780.0,2,25
TaS2,0.9,3,NA
TaS2,0.9,3,NA
Tb,235.0,2,25
Tb,222.0,2,25
Tb,210.0,2,25
Tb,218.0,2,25
Tb,219.0,2,25
Tb,223.0,2,25
Tb,218.0,2,25
Tb(OH)3,3.7,2,26
Tb(OH)3,3.72,2,26
Tb0.15Ho0.85Co2,94.0,4 V12,327
Tb0.1Ho0.9Co2,85.0,4 V12,327
Tb0.2Y0.8Co2,38.0,4 V12,326
